,,,Julgane,CrocodyleTV,ZeratoR,_Linca,DFG_DrFeelgood,nemenems,SakorRos,Wingobear,Mynth0s,Elspawn,Pepito_kawazakii,Bytell2,Angle_Droit,NakaStream,Onutrem,TheGuill84,aypierre,Grimkujow,Brybry___,nisqylegoat,LadySundae,Theorus_,Mickaplow,JimmyBoyyy,KennyStream,Horty_,Brybry_,GotagaTV,Bebesukita,Fukano,ChloeRamdani,AntoineDaniel_,Maxouzboub,Terraciid,HarryLafranc,Etoiles,Gom4rt_,Kaatsup,HexakiI
corsola,galar,isShiny,0,False,0,0,0,False,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corsola,galar,status,0,CAUGHT,0,0,0,CAUGHT,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corviknight,normal,caughtTimestamp,0,0,0,0,1739306881883,1739477561582,1739493513329,0.0,0,0,0,0,0,0,0,1739313784492,0,1739375241394,0.0,1739469170723,0,0,1739471007036,0,1739315726398,0,1739324907343,1739469121280,0,1739317964783,1739419968824,0,0,0,0,1739424257730,0,0,1739490991686
corviknight,normal,discoveredTimestamp,0,0,0,0,1739306881883,1739477561582,1739493513329,0.0,0,0,0,0,0,0,0,1739313784492,0,1739375241394,0.0,1739469170723,0,0,1739471007036,0,1739315726398,0,1739324907343,1739469121280,0,1739314758376,1739419968824,0,0,0,0,1739424257730,0,0,1739403671636
corviknight,normal,isShiny,0,0,0,0,False,False,False,0.0,0,0,0,0,0,0,0,False,0,False,0.0,False,0,0,False,0,False,0,False,False,0,False,False,0,0,0,0,False,0,0,False
corviknight,normal,status,0,0,0,0,CAUGHT,CAUGHT,CAUGHT,0.0,0,0,0,0,0,0,0,CAUGHT,0,CAUGHT,0.0,CAUGHT,0,0,CAUGHT,0,CAUGHT,0,CAUGHT,CAUGHT,0,CAUGHT,CAUGHT,0,0,0,0,CAUGHT,0,0,CAUGHT
corvisquire,normal,caughtTimestamp,1739413470843,0,0,0,1739304449576,1739477557711,1739493511378,0.0,0,0,0,0,0,0,0,1739310304340,0,1739375233986,0.0,0,0,0,1739470997334,0,1739309363919,1739386364714,1739324903940,1739469093380,0,1739317928426,0,0,0,0,0,1739423390469,1739325302436,0,1739320329704
corvisquire,normal,discoveredTimestamp,1739413470843,0,0,0,1739304449576,1739477557711,1739493511378,0.0,0,0,0,0,0,0,0,1739310304340,0,1739375233986,0.0,0,0,0,1739470997334,0,1739309363919,1739386364714,1739324903940,1739469093380,0,1739317928426,0,0,0,0,0,1739423390469,1739325302436,0,1739320329704
corvisquire,normal,isShiny,False,0,0,0,False,False,False,0.0,0,0,0,0,0,0,0,False,0,False,0.0,0,0,0,False,0,False,False,False,False,0,False,0,0,0,0,0,False,False,0,False
corvisquire,normal,status,CAUGHT,0,0,0,CAUGHT,CAUGHT,CAUGHT,0.0,0,0,0,0,0,0,0,CAUGHT,0,CAUGHT,0.0,0,0,0,CAUGHT,0,CAUGHT,CAUGHT,CAUGHT,CAUGHT,0,CAUGHT,0,0,0,0,0,CAUGHT,CAUGHT,0,CAUGHT
cosmoem,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739478038883,0,0,0,0,0
cosmoem,normal,discoveredTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739478038883,0,0,0,0,0
cosmoem,normal,isShiny,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0
cosmoem,normal,status,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0
cosmog,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739477980183,0,0,0,0,0
cosmog,normal,discoveredTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739477980183,0,0,0,0,0
cosmog,normal,isShiny,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0
cosmog,normal,status,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0
cottonee,normal,caughtTimestamp,1739302942442,1739311496244,0,1739405063589,1739321182623,0,0,0.0,0,0,0,0,1739315453100,1739305219924,0,0,0,0,0.0,0,1739452431642,0,0,0,0,0,1739391625511,1739330440830,1739406587762,1739483123416,0,0,0,0,0,1739306102927,1739316322784,0,0
cottonee,normal,discoveredTimestamp,1739302942442,1739311496244,0,1739405063589,1739321182623,0,0,0.0,0,0,0,0,1739315453100,1739305219924,0,1739302853991,0,0,0.0,0,1739452431642,0,0,0,1739472551677,0,1739391625511,1739330440830,1739406587762,1739321380851,0,0,0,0,0,1739306102927,1739316322784,0,0
cottonee,normal,isShiny,False,False,0,False,False,0,0,0.0,0,0,0,0,False,False,0,False,0,0,0.0,0,False,0,0,0,False,0,False,False,False,False,0,0,0,0,0,False,False,0,0
cottonee,normal,status,CAUGHT,CAUGHT,0,CAUGHT,CAUGHT,0,0,0.0,0,0,0,0,CAUGHT,CAUGHT,0,SEEN,0,0,0.0,0,CAUGHT,0,0,0,SEEN,0,CAUGHT,CAUGHT,CAUGHT,CAUGHT,0,0,0,0,0,CAUGHT,CAUGHT,0,0
crabominable,normal,caughtTimestamp,0,0,1739480385375,0,0,0,0,0.0,0,0,0,1739488116206,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1739494413849,0,1739382697704,0,0,0,0,0,0,1739491978501
crabominable,normal,discoveredTimestamp,0,0,1739480385375,0,0,0,0,0.0,0,0,0,1739488116206,0,0,0,0,0,1739487814008,0.0,0,0,0,0,0,0,0,0,0,0,1739494413849,0,1739382697704,0,0,0,0,0,0,1739491978501
crabominable,normal,isShiny,0,0,False,0,0,0,0,0.0,0,0,0,False,0,0,0,0,0,False,0.0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,0,0,0,False
crabominable,normal,status,0,0,CAUGHT,0,0,0,0,0.0,0,0,0,CAUGHT,0,0,0,0,0,SEEN,0.0,0,0,0,0,0,0,0,0,0,0,CAUGHT,0,CAUGHT,0,0,0,0,0,0,CAUGHT
crabrawler,normal,caughtTimestamp,1739315898923,1739331491643,0,1739407250991,0,1739462754247,1739397446067,0.0,1739352021414,0,0,1739492330823,0,1739383543237,0,0,0,0,0.0,0,0,0,0,0,1739304727270,0,1739318417424,1739332029985,0,1739313024139,0,1739314697321,0,0,0,1739314357736,1739325894981,0,1739402199761
crabrawler,normal,discoveredTimestamp,1739315898923,1739331491643,0,1739407250991,0,1739462754247,1739397446067,0.0,1739352021414,0,0,1739492330823,0,1739383543237,0,0,0,1739474142377,0.0,0,0,0,0,0,1739304727270,0,1739318417424,1739332029985,0,1739312993317,0,1739314697321,0,0,0,1739314357736,1739325894981,0,1739402161398
crabrawler,normal,isShiny,False,False,0,False,0,False,False,0.0,False,0,0,False,0,False,0,0,0,False,0.0,0,0,0,0,0,False,0,False,False,0,True,0,False,0,0,0,False,False,0,False
crabrawler,normal,status,CAUGHT,CAUGHT,0,CAUGHT,0,CAUGHT,CAUGHT,0.0,CAUGHT,0,0,CAUGHT,0,CAUGHT,0,0,0,SEEN,0.0,0,0,0,0,0,CAUGHT,0,CAUGHT,CAUGHT,0,CAUGHT,0,CAUGHT,0,0,0,CAUGHT,CAUGHT,0,CAUGHT
cramorant,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739399591197,0,0,0
cramorant,normal,discoveredTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739399591197,0,0,0
cramorant,normal,isShiny,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0
cramorant,normal,status,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAUGHT,0,0,0
croagunk,normal,caughtTimestamp,1739406171065,0,0,0,0,0,0,0.0,0,0,0,0,0,1739397007513,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1739403640763,0,0,0,0,0,0,0,0,0,0,0
croagunk,normal,discoveredTimestamp,1739406171065,0,0,0,0,0,0,0.0,0,0,0,0,0,1739397007513,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1739403640763,0,0,0,0,0,0,0,0,0,0,0
croagunk,normal,isShiny,False,0,0,0,0,0,0,0.0,0,0,0,0,0,False,0,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0
croagunk,normal,status,CAUGHT,0,0,0,0,0,0,0.0,0,0,0,0,0,CAUGHT,0,0,0,0,0.0,0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0,0,0,0,0,0
crobat,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1739468184927,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1739404116965,0,0,0,0,0,0,0,1739358681664
crobat,normal,discoveredTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1739468184927,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1739404116965,0,0,0,0,0,0,0,1739358681664
crobat,normal,isShiny,0,0,0,0,0,0,0,0.0,0,0,0,0,0,True,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,False
crobat,normal,status,0,0,0,0,0,0,0,0.0,0,0,0,0,0,CAUGHT,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0,0,CAUGHT
crocalor,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1739481037097,0.0,0,0,0,0,0,0,0,0,1739415831240,0,1739493785481,0,0,0,0,0,0,0,0,0
crocalor,normal,discoveredTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1739481037097,0.0,0,0,0,0,0,0,0,0,1739415831240,0,1739493785481,0,0,0,0,0,0,0,0,0
crocalor,normal,isShiny,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,0,0,0,0,0,0,0,0,False,0,False,0,0,0,0,0,0,0,0,0
crocalor,normal,status,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,CAUGHT,0.0,0,0,0,0,0,0,0,0,CAUGHT,0,CAUGHT,0,0,0,0,0,0,0,0,0
croconaw,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739309035529,0,0,0,0,0,0
croconaw,normal,discoveredTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739309035529,0,0,0,0,0,0
croconaw,normal,isShiny,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0
croconaw,normal,status,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0
crustle,normal,caughtTimestamp,0,0,0,0,1739500006470,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crustle,normal,discoveredTimestamp,0,0,0,0,1739500006470,0,0,0.0,0,0,0,0,0,0,0,0,0,1739479183626,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crustle,normal,isShiny,0,0,0,0,False,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crustle,normal,status,0,0,0,0,CAUGHT,0,0,0.0,0,0,0,0,0,0,0,0,0,SEEN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cryogonal,normal,caughtTimestamp,1739492515374,0,0,0,1739489511475,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1739318306022,0,0,0,0,0,0,0,0,1739388627208,0,0,1739394959813
cryogonal,normal,discoveredTimestamp,1739492486929,0,0,0,1739489511475,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1739318306022,0,0,0,0,0,0,0,0,1739388627208,0,0,1739394959813
cryogonal,normal,isShiny,False,0,0,0,False,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,False,0,0,False
cryogonal,normal,status,CAUGHT,0,0,0,CAUGHT,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0,0,0,CAUGHT,0,0,CAUGHT
cubchoo,normal,caughtTimestamp,0,0,0,0,1739488913366,0,1739413307485,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1739480139177,0,0,0,0,0,0,1739316787591,0,0,0,0,1739328513680,0,1739394729035
cubchoo,normal,discoveredTimestamp,0,0,0,0,1739488913366,0,1739413307485,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1739480139177,0,0,0,0,0,0,1739316787591,0,0,0,0,1739328513680,0,1739394729035
cubchoo,normal,isShiny,0,0,0,0,False,0,False,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,False,0,False
cubchoo,normal,status,0,0,0,0,CAUGHT,0,CAUGHT,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0,CAUGHT,0,0,0,0,CAUGHT,0,CAUGHT
cubone,normal,caughtTimestamp,1739395508227,0,0,1739318619533,1739472127032,1739314490191,1739379306309,0.0,0,0,0,0,1739484793787,1739318815386,0,0,0,1739460348165,0.0,0,0,0,0,1739393210505,1739476702600,1739487882675,0,1739334245529,0,1739337218132,1739470308933,1739313177246,0,1739460463414,0,1739418139334,1739348440763,1739470326634,0
cubone,normal,discoveredTimestamp,1739395508227,0,1739475915171,1739318619533,1739472127032,1739314490191,1739379306309,0.0,0,0,0,0,1739484793787,1739318815386,0,0,0,1739460348165,0.0,0,0,0,0,1739393210505,1739476702600,1739487882675,0,1739334245529,0,1739311771904,1739470308933,1739313177246,0,1739460463414,0,1739418139334,1739348440763,1739470326634,0
cubone,normal,isShiny,False,0,False,False,False,False,False,0.0,0,0,0,0,False,False,0,0,0,False,0.0,0,0,0,0,False,False,False,0,False,0,False,False,False,0,False,0,False,False,False,0
cubone,normal,status,CAUGHT,0,SEEN,CAUGHT,CAUGHT,CAUGHT,CAUGHT,0.0,0,0,0,0,CAUGHT,CAUGHT,0,0,0,CAUGHT,0.0,0,0,0,0,CAUGHT,CAUGHT,CAUGHT,0,CAUGHT,0,CAUGHT,CAUGHT,CAUGHT,0,CAUGHT,0,CAUGHT,CAUGHT,CAUGHT,0
cufant,normal,caughtTimestamp,0,0,0,0,1739383054256,0,1739403397617,0.0,0,0,0,0,0,0,1739456113657,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cufant,normal,discoveredTimestamp,0,0,0,0,1739383054256,0,1739403397617,0.0,0,0,0,0,0,0,1739456113657,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cufant,normal,isShiny,0,0,0,0,False,0,False,0.0,0,0,0,0,0,0,False,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cufant,normal,status,0,0,0,0,CAUGHT,0,CAUGHT,0.0,0,0,0,0,0,0,CAUGHT,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cutiefly,normal,caughtTimestamp,1739410109439,0,1739303959700,0,0,1739463056560,1739411797882,0.0,1739348790460,1739301935482,0,0,0,1739301492121,0,0,0,0,0.0,0,1739450539405,0,0,0,1739471437768,0,0,1739328345980,0,0,0,0,0,0,0,1739320208162,0,0,0
cutiefly,normal,discoveredTimestamp,1739410088601,0,1739303959700,0,0,1739463056560,1739411797882,0.0,1739348790460,1739301935482,0,0,0,1739301492121,0,0,0,0,0.0,0,1739450539405,0,0,0,1739471437768,0,0,1739328345980,0,1739307765373,0,0,0,0,0,1739320208162,0,0,0
cutiefly,normal,isShiny,False,0,False,0,0,False,False,0.0,False,False,0,0,0,0,0,0,0,0,0.0,0,False,0,0,0,False,0,0,False,0,False,0,0,0,0,0,False,0,0,0
cutiefly,normal,status,CAUGHT,0,CAUGHT,0,0,CAUGHT,CAUGHT,0.0,CAUGHT,CAUGHT,0,0,0,CAUGHT,0,0,0,0,0.0,0,CAUGHT,0,0,0,CAUGHT,0,0,CAUGHT,0,SEEN,0,0,0,0,0,CAUGHT,0,0,0
cyndaquil,normal,caughtTimestamp,0,0,1739300794874,0,0,1739407424985,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1739486465535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyndaquil,normal,discoveredTimestamp,0,0,1739300794874,0,0,1739407424985,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1739486465535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyndaquil,normal,isShiny,0,0,0,0,0,False,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyndaquil,normal,status,0,0,CAUGHT,0,0,CAUGHT,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,CAUGHT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dachsbun,normal,caughtTimestamp,1739413693291,0,0,0,0,0,1739451462137,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1739395961712,0,0,0,1739323556895,0,0,0,0,0,0,1739446155382
dachsbun,normal,discoveredTimestamp,1739413693291,0,0,0,0,0,1739451462137,0.0,0,0,0,0,0,0,0,0,1739303439724,0,0.0,0,0,0,0,0,0,0,0,1739395961712,0,0,0,1739323556895,0,0,0,0,0,0,1739446155382
dachsbun,normal,isShiny,False,0,0,0,0,0,False,0.0,0,0,0,0,0,0,0,0,False,0,0.0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,False
dachsbun,normal,status,CAUGHT,0,0,0,0,0,CAUGHT,0.0,0,0,0,0,0,0,0,0,SEEN,0,0.0,0,0,0,0,0,0,0,0,CAUGHT,0,0,0,CAUGHT,0,0,0,0,0,0,CAUGHT
darkrai,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,1739449799383,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1739312872362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darkrai,normal,discoveredTimestamp,0,0,0,0,0,0,0,0.0,1739449799383,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1739312872362,0,0,0,0,0,1739315921694,0,0,0,0,0,0,0,0,1739316094926
darkrai,normal,isShiny,0,0,0,0,0,0,0,0.0,False,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,False
darkrai,normal,status,0,0,0,0,0,0,0,0.0,CAUGHT,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,CAUGHT,0,0,0,0,0,SEEN,0,0,0,0,0,0,0,0,SEEN
darmanitan,normal,caughtTimestamp,0,0,0,1739395721519,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1739315548958,0.0,0,0,0,0,0,0,1739484911674,0,1739325620851,0,1739488298386,1739414057047,0,0,0,0,0,0,0,1739491101432
darmanitan,normal,discoveredTimestamp,0,0,0,1739395721519,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1739315548958,0.0,0,0,0,0,0,0,1739484911674,0,1739325620851,0,1739479963433,1739414057047,0,0,0,0,0,0,0,1739491101432
darmanitan,normal,isShiny,0,0,0,False,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,0,0,0,0,0,0,False,0,False,0,False,False,0,0,0,0,0,0,0,False
darmanitan,normal,status,0,0,0,CAUGHT,0,0,0,0.0,0,0,0,0,0,0,0,0,0,CAUGHT,0.0,0,0,0,0,0,0,CAUGHT,0,CAUGHT,0,CAUGHT,CAUGHT,0,0,0,0,0,0,0,CAUGHT
dartrix,hisuibias,caughtTimestamp,1739412959833,0,0,0,0,0,0,0.0,0,0,0,0,0,1739304221734,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dartrix,hisuibias,discoveredTimestamp,1739412959833,0,0,0,0,0,0,0.0,0,0,0,0,0,1739304221734,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dartrix,hisuibias,isShiny,False,0,0,0,0,0,0,0.0,0,0,0,0,0,False,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dartrix,hisuibias,status,CAUGHT,0,0,0,0,0,0,0.0,0,0,0,0,0,CAUGHT,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dartrix,normal,caughtTimestamp,0,0,0,0,1739307575279,0,1739500854415,0.0,1739440608672,0,0,0,0,0,0,0,0,1739379272852,0.0,0,0,0,0,0,0,0,1739302087296,0,0,0,0,0,0,0,0,0,0,0,1739490994283
dartrix,normal,discoveredTimestamp,0,0,0,0,1739307575279,0,1739500854415,0.0,1739440608672,0,0,0,0,0,0,0,0,1739379272852,0.0,0,0,0,0,0,0,0,1739302087296,0,0,0,0,0,0,0,0,0,0,0,1739490994283
dartrix,normal,isShiny,0,0,0,0,False,0,False,0.0,False,0,0,0,0,0,0,0,0,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dartrix,normal,status,0,0,0,0,CAUGHT,0,CAUGHT,0.0,CAUGHT,0,0,0,0,0,0,0,0,CAUGHT,0.0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0,0,0,0,0,0,CAUGHT
darumaka,normal,caughtTimestamp,1739394666823,0,1739484200429,1739395948015,1739381547747,0,1739379485818,0.0,1739358749471,0,0,0,0,1739384920238,0,0,0,0,0.0,0,0,0,0,0,0,1739384908135,0,1739326907337,0,1739480163127,0,1739318113033,0,0,0,1739396607068,0,0,1739362537712
darumaka,normal,discoveredTimestamp,1739394666823,0,1739484200429,1739395948015,1739381547747,1739314342007,1739379485818,0.0,1739358749471,0,0,0,0,1739384920238,0,1739465193106,0,1739314486261,0.0,0,0,0,0,0,0,1739384908135,0,1739326907337,0,1739323580401,0,1739318113033,0,0,0,1739396607068,0,0,1739362537712
darumaka,normal,isShiny,False,0,False,False,False,False,False,0.0,False,0,0,0,0,False,0,False,0,False,0.0,0,0,0,0,0,0,False,0,False,0,False,0,False,0,0,0,False,0,0,False
darumaka,normal,status,CAUGHT,0,CAUGHT,CAUGHT,CAUGHT,SEEN,CAUGHT,0.0,CAUGHT,0,0,0,0,CAUGHT,0,SEEN,0,SEEN,0.0,0,0,0,0,0,0,CAUGHT,0,CAUGHT,0,CAUGHT,0,CAUGHT,0,0,0,CAUGHT,0,0,CAUGHT
decidueye,hisui,caughtTimestamp,1739412972298,0,0,0,0,0,0,0.0,0,0,0,0,0,1739319293348,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decidueye,hisui,discoveredTimestamp,1739412972298,0,0,0,0,0,0,0.0,0,0,0,0,0,1739319293348,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decidueye,hisui,isShiny,False,0,0,0,0,0,0,0.0,0,0,0,0,0,False,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decidueye,hisui,status,CAUGHT,0,0,0,0,0,0,0.0,0,0,0,0,0,CAUGHT,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decidueye,normal,caughtTimestamp,0,0,0,0,1739308733029,0,1739500856572,0.0,1739440811228,0,0,0,0,0,0,0,0,1739379279799,0.0,0,0,0,0,0,0,0,1739410222327,0,0,0,0,0,0,0,0,0,0,0,1739490997240
decidueye,normal,discoveredTimestamp,0,0,0,0,1739308733029,0,1739500856572,0.0,1739440811228,0,0,0,0,0,0,0,0,1739379279799,0.0,0,0,0,0,0,0,0,1739410222327,0,0,0,0,0,0,0,0,0,0,0,1739490997240
decidueye,normal,isShiny,0,0,0,0,False,0,False,0.0,False,0,0,0,0,0,0,0,0,False,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,False
decidueye,normal,status,0,0,0,0,CAUGHT,0,CAUGHT,0.0,CAUGHT,0,0,0,0,0,0,0,0,CAUGHT,0.0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0,0,0,0,0,0,CAUGHT
deerling,normal,caughtTimestamp,0,0,1739480880427,1739468980623,1739326476338,1739483759469,1739394620463,0.0,0,0,1739304645196,0,0,1739305038003,0,0,0,0,0.0,0,1739452174891,0,0,0,1739473641913,0,0,1739328299429,0,0,0,1739381570290,0,0,0,1739388674284,0,0,0
deerling,normal,discoveredTimestamp,1739318739235,0,1739480872679,1739468980623,1739326476338,1739483759469,1739394620463,0.0,0,0,1739304645196,0,0,1739305038003,0,0,1739302205036,0,0.0,0,1739452174891,0,0,0,1739473609135,0,0,1739328299429,0,1739312318336,0,1739381570290,0,0,0,1739388674284,0,0,0
deerling,normal,isShiny,False,0,False,False,False,False,False,0.0,0,0,False,0,0,False,0,0,False,0,0.0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,0,0,False,0,0,0
deerling,normal,status,SEEN,0,CAUGHT,CAUGHT,CAUGHT,CAUGHT,CAUGHT,0.0,0,0,CAUGHT,0,0,CAUGHT,0,0,SEEN,0,0.0,0,CAUGHT,0,0,0,CAUGHT,0,0,CAUGHT,0,SEEN,0,CAUGHT,0,0,0,CAUGHT,0,0,0
deino,normal,caughtTimestamp,0,0,0,0,1739469904972,0,0,0.0,0,0,0,0,1739313273155,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739316360875,0,0,0
deino,normal,discoveredTimestamp,0,0,0,0,1739469904972,0,0,0.0,0,0,0,0,1739313273155,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1739314986635,0,0,0,0,0,1739316360875,0,0,0
